epoch,train_loss,val_loss,train_accuracy,val_accuracy
64,0.2925284685766821,0.3235255752880268,0.8941176470588236,0.8809688581314878
65,0.29697142029922313,0.5620832950598641,0.8949826989619377,0.8183391003460208
66,0.29097226940636817,0.38244064258456645,0.8940311418685121,0.844636678200692
67,0.2781765590283285,0.34351215139804825,0.8972318339100346,0.8778546712802768
68,0.2783201454007502,0.42643426217422353,0.8974048442906575,0.8467128027681661
69,0.2787733471929821,0.36824237252601705,0.8964532871972318,0.8688581314878893
70,0.2778760366270699,0.5600058610876538,0.8980968858131488,0.8065743944636679
71,0.2824981969842449,0.35718307206374966,0.8961937716262975,0.8750865051903114
72,0.26422451157058396,0.4931915847487928,0.9022491349480969,0.8100346020761245
73,0.2759218800232897,0.3235774032797368,0.9006055363321799,0.8757785467128028
74,0.26230280930401956,0.3549172285518844,0.9051038062283737,0.871280276816609
75,0.27474969927621135,0.38173592857836025,0.9001730103806228,0.8584775086505191
76,0.2641712850352885,0.4079323452649232,0.9041522491349481,0.8529411764705882
77,0.26125987137065215,0.48520095925842605,0.9021626297577855,0.8283737024221454
78,0.26230021557387184,0.3904209378681381,0.905363321799308,0.8647058823529412
79,0.25459896734429066,0.36761731441458206,0.9059688581314879,0.8768166089965398
80,0.2533920849483318,0.3544120568305151,0.9080449826989619,0.8785467128027682
81,0.260429708664805,0.36564469048721154,0.9071799307958478,0.8629757785467128
82,0.2483710256208598,0.34923098015125237,0.9097750865051903,0.8764705882352941
83,0.2502677425174977,0.3347483689603509,0.9062283737024222,0.8771626297577855
84,0.2534762245354768,0.40747192834075346,0.907871972318339,0.8460207612456747
85,0.24086039957290703,0.3639375416877773,0.9111591695501731,0.8698961937716263
86,0.23633463060979612,0.3773407532682056,0.9136678200692041,0.8570934256055364
87,0.23864127314008232,0.340829004424666,0.910121107266436,0.8820069204152249
88,0.24928222267685465,0.3576830293274256,0.9100346020761245,0.8740484429065744
89,0.23796061133018415,0.3316928677080412,0.9141003460207613,0.8813148788927335
90,0.23457481215569387,0.31974895685189325,0.9123702422145329,0.8875432525951558
91,0.22311663757558511,0.33206495595225827,0.917560553633218,0.8737024221453287
92,0.22617709327321564,0.3764932875814735,0.9168685121107266,0.8615916955017301
93,0.2364238510907315,0.35496965036260214,0.9131487889273356,0.8785467128027682
94,0.23057387095834145,0.33017835282949426,0.9170415224913495,0.8833910034602076
95,0.22870282584408164,0.33803881794523616,0.9160034602076125,0.8795847750865052
96,0.219804291081676,0.3705888117060942,0.9207612456747405,0.87439446366782
97,0.22138857575436363,0.379880909317505,0.9189446366782007,0.8792387543252596
98,0.21778078860890082,0.3896877713269428,0.9190311418685121,0.8664359861591695
99,0.2228748193249158,0.3423771033650039,0.9183391003460207,0.8809688581314878
100,0.21502756482589616,0.42759160929485174,0.9197231833910035,0.8366782006920416
101,0.20694171131482172,0.3922677482700678,0.9255190311418685,0.8667820069204152
102,0.20983821555817417,0.35938627575508036,0.9230968858131487,0.8764705882352941
103,0.21286633819032294,0.4536788289522217,0.9214532871972319,0.844636678200692
104,0.20787265851423403,0.3875736296795644,0.9243944636678201,0.8737024221453287
105,0.21468433698568376,0.4144701816631436,0.9198961937716263,0.8581314878892734
106,0.2071983447743122,0.37083117508145763,0.9230103806228374,0.8643598615916955
107,0.2135843966143354,0.3967957851383513,0.9200692041522491,0.8532871972318339
108,0.20404345995414627,0.4870612795377685,0.9249134948096885,0.8155709342560553
109,0.19193103564548658,0.3765548753078421,0.9320069204152249,0.8698961937716263
110,0.2026956734979029,0.3413070911354672,0.9252595155709342,0.8823529411764706
111,0.20038612151847165,0.3740777607607594,0.9252595155709342,0.8747404844290657
112,0.1971820075412935,0.465593077360965,0.9277681660899654,0.8633217993079585
113,0.19101534120764288,0.345914105313047,0.9267301038062283,0.8865051903114187
114,0.18613565390910244,0.39854179470184353,0.9311418685121108,0.8657439446366783
115,0.19800255369768835,0.44471360337775473,0.9258650519031142,0.8570934256055364
116,0.19070448741368357,0.38985480416604806,0.927076124567474,0.8685121107266436
117,0.19490408911837012,0.4168184218109685,0.9290657439446367,0.8671280276816609
118,0.19041541312598853,0.3536582480046163,0.9304498269896194,0.8830449826989619
119,0.18604114453685325,0.35393992777926697,0.9312283737024222,0.8792387543252596
120,0.18432922780926253,0.38236259015786195,0.933044982698962,0.8778546712802768
121,0.18306062576783158,0.3416189825246078,0.9328719723183391,0.8858131487889274
122,0.17961915402470163,0.3705694720406846,0.9321799307958477,0.8768166089965398
123,0.17643408329841587,0.3998636520445141,0.9371107266435986,0.8768166089965398
124,0.18781093841605534,0.42750947178441345,0.9290657439446367,0.856401384083045
125,0.17848085020394885,0.38291024435762716,0.9329584775086506,0.8674740484429065
126,0.1832336105071137,0.371469609671398,0.9304498269896194,0.8692041522491349
127,0.18465333019985872,0.3689515900446882,0.9335640138408304,0.871280276816609
128,0.17098653957918028,0.3582619177841398,0.9371107266435986,0.8809688581314878
129,0.17278755209231458,0.4351326393008645,0.9352076124567474,0.8439446366782007
130,0.17559430645617646,0.3545912881417258,0.9358996539792388,0.8747404844290657
131,0.16615886050421474,0.37945684050193706,0.9416089965397924,0.8723183391003461
132,0.17938986138076518,0.35391714758526494,0.9315743944636679,0.8820069204152249
133,0.16952215598631895,0.34662045537394226,0.9363321799307959,0.8792387543252596
134,0.16800042795062478,0.39443971900378955,0.9394463667820069,0.8667820069204152
135,0.16009029742961936,0.36314861776507024,0.9410899653979239,0.8747404844290657
136,0.16114782383697668,0.4369787047478567,0.9410034602076125,0.8525951557093425
137,0.1644697842919703,0.4226216655701502,0.9393598615916955,0.8647058823529412
138,0.15710117244596714,0.6315433670080244,0.9416089965397924,0.8062283737024222
139,0.16401359296071902,0.46513926861195415,0.9417820069204152,0.8508650519031142
140,0.15931318699282346,0.3865553745348973,0.9403979238754325,0.8764705882352941
