epoch,train_loss,val_loss,train_accuracy,val_accuracy
1,1.1450382708678195,0.8725830180009756,0.5486159169550173,0.7463667820069204
2,0.9127224170625416,0.722270495297587,0.7015570934256056,0.7968858131487889
3,0.8312590633296637,0.6765521624921514,0.7435121107266436,0.8114186851211073
4,0.7758371391510881,0.7759961504012243,0.763840830449827,0.754325259515571
5,0.739092251998743,0.8221958090277279,0.7785467128027682,0.7570934256055364
6,0.6902698307301346,0.7391827085026408,0.8009515570934256,0.7698961937716263
7,0.670713434417355,0.7187778710493992,0.7981833910034603,0.7826989619377163
8,0.6520375637034644,0.5426737581157355,0.8033737024221453,0.8349480968858132
9,0.6287833487492531,0.5114295346514164,0.8122837370242214,0.8408304498269896
10,0.6145802120848923,0.5133980131066794,0.8140138408304498,0.8474048442906574
11,0.5822767223866341,0.5860733056150919,0.8256920415224913,0.8214532871972319
12,0.5709943478907681,0.5712794251920442,0.8281141868512111,0.815916955017301
13,0.5556350717288813,0.7380238062988927,0.8197231833910035,0.7647058823529411
14,0.5490432893528657,0.63441442471887,0.8272491349480969,0.7934256055363322
15,0.5290687320554133,0.5323217834155864,0.8323529411764706,0.8211072664359862
16,0.5132892445503222,0.45179143921314224,0.8371107266435986,0.8581314878892734
17,0.5071789323664867,0.45779955931600813,0.8327854671280277,0.8529411764705882
18,0.4995513112899754,0.47894652830275697,0.8416955017301038,0.8404844290657439
19,0.49229593330601096,0.4736974072497609,0.8394463667820069,0.856401384083045
20,0.48460855052957896,0.6450318511382106,0.8392733564013841,0.7816608996539792
21,0.4800232652149398,0.4850007588888122,0.8434256055363322,0.831833910034602
22,0.46303704787290634,0.43891058405377875,0.8461072664359861,0.8532871972318339
23,0.4637873073762676,0.4618610516963946,0.8472318339100346,0.8304498269896193
24,0.46091434033684253,0.4281415181795206,0.8453287197231834,0.8581314878892734
25,0.44985415667398576,0.5339289672646969,0.8501730103806229,0.8006920415224914
26,0.4328280541723575,0.4284743938479044,0.855363321799308,0.8470588235294118
27,0.4363347896448881,0.48126151638047504,0.8540657439446366,0.8394463667820069
28,0.43278684263410866,0.4008726998596455,0.8536332179930796,0.8633217993079585
29,0.4206701018818522,0.4170570352498223,0.856401384083045,0.8602076124567474
30,0.4156027778828433,0.46026766650816975,0.8606401384083044,0.8432525951557094
31,0.4207932042828068,0.4461838501547447,0.855363321799308,0.8480968858131488
32,0.40394844142623426,0.5629469035818503,0.8608996539792387,0.7820069204152249
33,0.4088002232325531,0.42447642714919515,0.860553633217993,0.8615916955017301
34,0.4017493760297043,0.5923534718145549,0.8619377162629758,0.7833910034602076
35,0.3890498817791988,0.46764006734306834,0.864273356401384,0.8442906574394463
36,0.38728300588766185,0.4404739146001611,0.8660899653979238,0.8494809688581315
37,0.38404905043258797,0.562268510945528,0.8703287197231834,0.8065743944636679
38,0.3780655972891613,0.45866925184289475,0.8657439446366783,0.8256055363321799
39,0.3788499825553498,0.39415872620876274,0.8676470588235294,0.860553633217993
40,0.36642946153363554,0.45702753446506383,0.8725778546712802,0.8346020761245675
41,0.3759211546203257,0.48617280923783984,0.8678200692041522,0.827681660899654
42,0.36164521878153394,0.47868427017568305,0.8698961937716263,0.8294117647058824
43,0.35606659192939943,0.43692633829314814,0.8745674740484429,0.8474048442906574
44,0.3578578768716964,0.4047316639893608,0.8734429065743945,0.8581314878892734
45,0.35360198870662174,0.5359323391864869,0.8765570934256055,0.802076124567474
46,0.35873584235828226,0.4510697701810553,0.8738754325259516,0.8429065743944637
47,0.3450551938742502,0.39905913387615377,0.8753460207612457,0.8692041522491349
48,0.34881168797766876,0.40852438384686374,0.8794982698961937,0.8519031141868512
49,0.34016383913149056,0.4623433671195614,0.8785467128027682,0.8197231833910035
50,0.3338806527296152,0.42634926832258496,0.880363321799308,0.8570934256055364
51,0.33932346315944895,0.7579667233678297,0.8795847750865052,0.7283737024221453
52,0.3301013281394866,0.42278711878304664,0.8806228373702422,0.857439446366782
53,0.32328233947803403,0.41283795544845425,0.8853806228373703,0.8491349480968858
54,0.3204433632144466,0.46006436017970315,0.8862456747404844,0.8394463667820069
55,0.3210606775069319,0.48224465405652267,0.8846885813148789,0.8245674740484429
56,0.3188540743709023,0.4258398720137388,0.8865916955017301,0.8591695501730103
57,0.3117119847078224,0.38455910113443553,0.8910034602076125,0.8660899653979238
58,0.3127714292813337,0.4012412767509276,0.8850346020761246,0.8515570934256055
59,0.31300185623878424,0.4945690897509301,0.8864186851211072,0.8273356401384083
60,0.31051708977527687,0.39374634468844194,0.8881487889273356,0.8588235294117647
61,0.30439851661454437,0.47577202575841987,0.8867647058823529,0.8186851211072664
62,0.30479925199569713,0.4233618310991043,0.892560553633218,0.8525951557093425
63,0.30162951853448544,0.38239703236154204,0.8900519031141868,0.8650519031141869
64,0.29958031581759864,0.39452989167408137,0.8928200692041522,0.8567474048442907
65,0.2955283797942231,0.45719867033116957,0.8923875432525952,0.8501730103806229
66,0.29318772584303027,0.4090476959221916,0.8933391003460207,0.8660899653979238
67,0.28353108849286207,0.40275156704199766,0.8974048442906575,0.8546712802768166
68,0.2931423646355995,0.458740492923037,0.8950692041522491,0.8269896193771626
69,0.2869483809260761,0.44322938799445605,0.8964532871972318,0.8498269896193772
70,0.28120508340403283,0.42398221022529997,0.897318339100346,0.8633217993079585
71,0.2763499579833866,0.5096818813403172,0.8985294117647059,0.8207612456747405
72,0.27320191504427305,0.40253210624609026,0.8998269896193771,0.856401384083045
73,0.27738070492100964,0.3896359493575707,0.8969723183391003,0.8650519031141869
74,0.2788075782848477,0.4962013318051929,0.9000865051903114,0.802076124567474
75,0.273902667723725,0.3918785084902621,0.9004325259515571,0.8685121107266436
76,0.2592917884922358,0.45278022668765905,0.9061418685121108,0.8290657439446367
77,0.26381084147621603,0.39687183299279133,0.9033737024221453,0.8577854671280277
78,0.2540471143582288,0.4049127985861887,0.9096020761245674,0.8626297577854671
79,0.2625475971550265,0.36274887521374183,0.9060553633217993,0.8737024221453287
80,0.24744679804079261,0.4142822258612689,0.9112456747404845,0.8629757785467128
81,0.24707440985527832,0.41077552683213175,0.9142733564013841,0.8678200692041522
82,0.24750837588805227,0.40051126414104316,0.9086505190311419,0.860553633217993
83,0.25555686853748705,0.5971706255496992,0.9070934256055363,0.7955017301038062
84,0.25578293515736666,0.44168598247646873,0.9057958477508651,0.860553633217993
85,0.25190591597639567,0.40566015845764053,0.9075259515570935,0.8671280276816609
86,0.24721342485050016,0.5039296599820411,0.9108131487889274,0.8231833910034602
87,0.2505990498412439,0.39431007877765645,0.9086505190311419,0.8719723183391004
88,0.23000173023209028,0.384275404474727,0.9172145328719723,0.8698961937716263
89,0.2316398550379235,0.5158804989603564,0.9178200692041523,0.8335640138408305
90,0.23896973345518938,0.5155804099096146,0.913235294117647,0.8148788927335641
91,0.23536652153338528,0.4331727169376756,0.9134083044982699,0.8570934256055364
92,0.23317320383956275,0.5116779152084799,0.9140138408304498,0.816955017301038
93,0.229389189415737,0.3804864447009605,0.9179065743944637,0.8678200692041522
94,0.22343322259332069,0.4485785551962143,0.9197231833910035,0.841522491349481
95,0.2273101991848137,0.410135873337518,0.919204152249135,0.8567474048442907
96,0.22142770983356094,0.39796008647106923,0.9191176470588235,0.8629757785467128
97,0.22163932529700256,0.48665471328583554,0.9199826989619377,0.8519031141868512
98,0.21783035755363714,0.6863451255646544,0.9217993079584775,0.7664359861591695
99,0.21567683314782113,0.5340380666165203,0.9226643598615917,0.8110726643598616
100,0.2187213905542367,0.5283155315062579,0.9189446366782007,0.8249134948096886
101,0.21083096178138958,0.4368636172947999,0.9250865051903114,0.8550173010380623
102,0.20664167265991026,0.4795240717363193,0.923961937716263,0.8501730103806229
103,0.2086743816991166,0.41298172977143915,0.9236159169550173,0.8681660899653979
104,0.21048618209609524,0.4340749548793252,0.922318339100346,0.8664359861591695
105,0.2119768672954665,0.4148120846302864,0.9221453287197232,0.857439446366782
106,0.2021334358771367,0.3824170624096088,0.9291522491349481,0.87439446366782
107,0.20215092431302714,0.41299912954284246,0.9269031141868512,0.8619377162629758
108,0.20949254398939932,0.40177730779746823,0.9232698961937716,0.8681660899653979
109,0.19910914556584144,0.41104235533612,0.9269031141868512,0.8688581314878893
110,0.1944122713948616,0.3996197941394001,0.9294117647058824,0.8709342560553633
111,0.19104080631761816,0.4541050506298105,0.9306228373702422,0.8498269896193772
112,0.19861454461478856,0.4837272286827589,0.9296712802768166,0.8508650519031142
113,0.18877741776948156,0.6499995618542997,0.9321799307958477,0.8044982698961938
114,0.19192122018873486,0.45994889859922206,0.9315743944636679,0.855363321799308
115,0.19375136785441205,0.43957241257994234,0.932439446366782,0.8629757785467128
116,0.1864712332178771,0.4314404159268706,0.932439446366782,0.8657439446366783
117,0.18690819981601411,0.4311472666717318,0.932439446366782,0.8685121107266436
118,0.18616903698568113,0.46433511143324696,0.9337370242214533,0.8591695501730103
119,0.18516177543306847,0.46457392303176404,0.9325259515570934,0.8657439446366783
120,0.18148469489750976,0.5385723944766299,0.9319204152249135,0.816955017301038
121,0.18468442420027248,0.45434584584615634,0.934083044982699,0.8442906574394463
122,0.18239313328451764,0.4348527470261993,0.9341695501730104,0.8584775086505191
123,0.17934056510149815,0.5110239043367776,0.9352941176470588,0.8397923875432526
124,0.18160903231598513,0.41868042801490707,0.9366782006920416,0.8640138408304499
125,0.17498603233725968,0.4219621682249551,0.9365051903114187,0.8681660899653979
126,0.16655319046396697,0.4577956976775067,0.9393598615916955,0.8491349480968858
127,0.16824188606755544,0.48187042701615596,0.9392733564013841,0.8726643598615917
128,0.16826623348216285,0.4159798697204326,0.9403979238754325,0.8695501730103806
129,0.17161275258732503,0.43575700942207785,0.9380622837370243,0.8674740484429065
