epoch,train_loss,train_mae,val_loss,val_mae,val_mse_recon,val_mae_recon,val_corr_recon,time
90,0.040016779263468485,0.14073603754305136,0.03931269611325837,0.14038264121889144,1.4101403,0.7924725,-0.07241082,28.5s
91,0.039871850899786135,0.14044249881420456,0.04078667599332425,0.1427556593981824,,,,28.0s
92,0.040661558501013724,0.1419332527441566,0.039798512044110036,0.14101354748934739,,,,28.0s
93,0.0402694996053408,0.1411421278546631,0.039690526476664136,0.14043440785287886,,,,28.0s
94,0.04078531709700069,0.14217566195796813,0.0402897038865228,0.14230153334233187,,,,28.0s
95,0.04000549600754358,0.140810549715023,0.040655961346834205,0.14284618793762932,,,,28.0s
96,0.03966968629179122,0.14040696482618148,0.04141941691149575,0.14451449682084164,,,,28.0s
97,0.04003526930960548,0.1407077790155441,0.040073595045841945,0.14195986178725264,,,,28.0s
98,0.03991077415535093,0.1406045036099631,0.04051243131186149,0.1425259836999945,,,,28.0s
99,0.040165954799968984,0.14112171148763428,0.040967539934686915,0.1424471005912899,,,,28.0s
100,0.04012449890107923,0.14114689408852582,0.04084003139142842,0.14282462335834206,1.389982,0.7865634,-0.022565365,28.3s
